Id,PostTypeId,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"61628","1","2019-10-12 03:50:12","0","27","<neural-network><dataset>","1",""
"61629","1","2019-10-12 05:53:23","0","9","<python><svm>","0",""
"61630","2","2019-10-12 06:40:10","0","","","",""
"61631","1","2019-10-12 07:27:07","0","32","<classification><regression><evaluation><overfitting>","0",""
"61632","1","2019-10-12 07:40:35","1","20","<python><neural-network><deep-learning><time-series><gan>","0",""
"61633","1","2019-10-12 08:00:02","0","65","<r>","0",""
"61634","1","2019-10-12 09:06:15","0","13","<sampling>","0",""
"61635","1","2019-10-12 09:30:36","0","42","<machine-learning><neural-network><deep-learning><data-science-model>","1",""
"61636","2","2019-10-12 12:49:47","1","","","",""
"61637","1","2019-10-12 13:29:25","0","64","<time-series><predictive-modeling>","1",""
"61639","1","2019-10-12 14:13:16","0","562","<regression><logistic-regression><k-nn><bayes-error>","2",""
"61640","2","2019-10-12 14:22:37","1","","","",""
"61641","1","2019-10-12 14:22:58","1","132","<lstm><pytorch>","0",""
"61642","2","2019-10-12 14:24:27","0","","","",""
"61643","1","2019-10-12 14:45:09","0","40","<deep-learning>","1",""
"61645","2","2019-10-12 14:56:58","1","","","",""
"61647","2","2019-10-12 15:23:01","1","","","",""
"61648","2","2019-10-12 15:31:57","1","","","",""
"61649","1","2019-10-12 18:55:18","0","53","<neural-network><deep-learning><meta-learning>","0",""
"61650","1","2019-10-12 19:18:53","0","74","<data-cleaning><preprocessing><missing-data><data-analysis><data-imputation>","0","1"
"61654","2","2019-10-12 23:06:00","0","","","",""
"61656","1","2019-10-13 01:46:53","1","53","<neural-network><cnn><pooling>","0",""
"61657","1","2019-10-13 03:12:07","0","630","<machine-learning><classification><class-imbalance><sampling><imbalanced-learn>","2",""
"61658","2","2019-10-13 03:24:41","0","","","",""
"61659","2","2019-10-13 03:28:18","0","","","",""
"61660","1","2019-10-13 03:59:58","0","7","<categorical-data><encoding>","0",""
"61661","1","2019-10-13 04:41:56","0","53","<classification><class-imbalance>","0",""
"61662","1","2019-10-13 04:47:18","3","133","<machine-learning><nlp><natural-language-process>","1",""
"61664","1","2019-10-13 09:59:11","0","12","<reinforcement-learning><dqn>","0",""
"61666","1","2019-10-13 10:39:28","0","22","<image-classification><k-means>","1",""
"61667","1","2019-10-13 11:18:37","0","35","<logistic-regression><accuracy><k-nn><kaggle><mnist>","1",""
"61668","1","2019-10-13 12:18:42","0","18","<r><labels><markov-process>","0",""
"61669","1","2019-10-13 12:50:08","0","2661","<python><data-mining><data-cleaning><preprocessing><data-science-model>","1","0"
"68976","1","2020-03-02 07:40:53","1","48","<logistic-regression>","1",""
"68977","1","2020-03-02 08:39:51","2","25","<dataset>","1",""
"68978","2","2020-03-02 08:48:25","1","","","",""
"68979","2","2020-03-02 08:53:58","2","","","",""
"68980","2","2020-03-02 09:02:00","0","","","",""
"68981","2","2020-03-02 09:06:49","0","","","",""
"68982","1","2020-03-02 09:22:19","2","31","<neural-network><deep-learning><loss-function><generalization>","1",""
"68983","1","2020-03-02 09:29:55","2","178","<machine-learning><python><clustering><marketing>","1",""
"68984","1","2020-03-02 09:33:01","0","27","<python><autoencoder><image><nvidia>","1",""
"68986","2","2020-03-02 10:11:05","0","","","",""
"68987","1","2020-03-02 10:11:32","0","38","<visualization>","1",""
"68988","1","2020-03-02 10:27:34","0","24","<cnn><transfer-learning><image-preprocessing>","1",""
"68989","2","2020-03-02 10:49:57","0","","","",""
"68990","1","2020-03-02 11:14:25","0","36","<machine-learning><classification><logistic-regression>","0",""
"68992","2","2020-03-02 11:43:50","1","","","",""
"68993","2","2020-03-02 11:53:08","2","","","",""
"68994","2","2020-03-02 11:58:19","0","","","",""
"68995","1","2020-03-02 12:03:59","-1","26","<python><numpy>","1",""
"68996","2","2020-03-02 12:16:47","1","","","",""
"68998","1","2020-03-02 14:13:46","1","46","<python><scikit-learn><cross-validation>","1",""
"68999","1","2020-03-02 14:22:56","3","92","<svm><cross-validation><performance><confusion-matrix>","2",""
"69000","2","2020-03-02 14:31:35","3","","","",""
"69001","2","2020-03-02 14:35:32","2","","","",""
"69002","2","2020-03-02 14:42:11","0","","","",""
"69003","2","2020-03-02 15:04:50","0","","","",""
"64863","2","2019-12-15 09:51:54","1","","","",""
"64864","2","2019-12-15 09:56:50","1","","","",""
"64867","1","2019-12-15 10:54:08","0","142","<machine-learning><python><deep-learning><keras><fastai>","0",""
"64868","2","2019-12-15 11:12:36","0","","","",""
"64869","2","2019-12-15 11:52:21","1","","","",""
"64870","1","2019-12-15 12:24:55","1","953","<python><spyder>","1",""
"64871","1","2019-12-15 12:45:54","1","137","<machine-learning><deep-learning><data-mining><predictive-modeling><evaluation>","1",""
"64872","1","2019-12-15 13:09:24","0","30","<machine-learning><neural-network><convnet><feature-engineering><feature-extraction>","2",""
"64873","1","2019-12-15 13:18:28","0","14","<data><sports>","0",""
"64874","2","2019-12-15 13:26:20","1","","","",""
"64875","1","2019-12-15 13:31:36","0","38","<machine-learning><neural-network><cnn><image-classification><regularization>","0",""
"64876","2","2019-12-15 13:35:26","1","","","",""
"64877","1","2019-12-15 14:07:37","1","1294","<python>","1","1"
"64878","1","2019-12-15 14:31:20","1","86","<machine-learning><data-mining><predictive-modeling><feature-selection><feature-engineering>","1",""
"64880","1","2019-12-15 15:13:38","1","903","<colab>","0",""
"64881","1","2019-12-15 15:58:08","0","31","<pytorch><autoencoder>","0",""
"64882","2","2019-12-15 17:03:31","2","","","",""
"64883","1","2019-12-15 17:12:05","0","88","<keras><word-embeddings><natural-language-process><ensemble-modeling><gensim>","1",""
"64885","1","2019-12-15 17:24:41","0","249","<scikit-learn><feature-selection><decision-trees>","1",""
"64886","1","2019-12-15 18:49:41","1","35","<machine-learning><neural-network><r><xgboost><hyperparameter>","0",""
"64887","1","2019-12-15 19:40:20","1","12","<python><neural-network><backpropagation><math><matrix>","0",""
"64888","2","2019-12-15 19:58:16","0","","","",""
"64889","1","2019-12-15 20:13:49","1","21","<machine-learning><neural-network>","1",""
"64891","1","2019-12-16 00:04:14","1","35","<machine-learning><nlp>","0",""
"64894","2","2019-12-16 00:59:32","2","","","",""
"64895","1","2019-12-16 01:21:36","0","16","<python><deep-learning><pytorch><gpu><jupyter>","0",""
"64896","2","2019-12-16 02:20:45","1","","","",""
"64897","1","2019-12-16 03:24:51","0","67","<machine-learning><python><neural-network><keras><cross-validation>","0",""
"64899","1","2019-12-16 04:33:00","1","95","<reinforcement-learning>","0",""
"64900","1","2019-12-16 05:27:00","0","35","<k-means><pyspark><online-learning>","1",""
"64901","1","2019-12-16 05:27:29","0","16","<machine-learning>","0",""
"64904","2","2019-12-16 07:03:26","0","","","",""
"64905","1","2019-12-16 07:28:45","0","84","<feature-selection><random-forest><machine-learning-model>","1",""
"64906","1","2019-12-16 07:34:53","0","67","<machine-learning><deep-learning><predictive-modeling><feature-selection><feature-engineering>","1",""
"64907","1","2019-12-16 07:59:10","0","23","<dataset>","0",""
"64908","2","2019-12-16 08:08:59","0","","","",""
"64909","2","2019-12-16 08:12:25","2","","","",""
"64910","1","2019-12-16 08:18:46","2","63","<python><classification><class-imbalance>","1",""
"64911","1","2019-12-16 09:17:56","0","19","<multiclass-classification><multilabel-classification>","0",""
"64912","1","2019-12-16 10:07:54","0","32","<scikit-learn><text-mining><recommender-system><tfidf>","1",""
"64913","2","2019-12-16 10:22:45","0","","","",""
"64914","1","2019-12-16 10:28:16","0","53","<python><pandas>","2",""
"47398","2","2019-03-16 08:13:53","4","","","",""
"47399","1","2019-03-16 08:38:35","1","2563","<python><tensorflow>","1",""
"47400","2","2019-03-16 08:42:16","3","","","",""
"47402","1","2019-03-16 09:36:00","1","33","<gradient-descent>","1",""
"47403","2","2019-03-16 10:06:39","-1","","","",""
"47404","2","2019-03-16 10:09:35","1","","","",""
"47405","1","2019-03-16 10:25:11","18","19764","<keras><epochs>","4","2"
"47406","1","2019-03-16 10:30:21","2","986","<machine-learning><training><transformer><bert>","1",""
"47407","1","2019-03-16 10:42:25","1","23","<machine-learning><data-mining><regression><pandas>","1",""
"47408","2","2019-03-16 10:54:00","0","","","",""
"73433","1","2020-05-02 21:59:58","1","12","<cnn><image-classification><transfer-learning>","0",""
"73434","2","2020-05-02 22:27:34","0","","","",""
"73435","1","2020-05-03 01:04:38","0","23","<python><optimization><hyperparameter-tuning><mlp>","0","1"
"73437","1","2020-05-03 06:31:50","0","16","<python><ocr><tesseract>","0",""
"73438","1","2020-05-03 06:40:27","1","12","<statistics><data-analysis><statsmodels>","0",""
"73439","1","2020-05-03 07:50:47","1","41","<neural-network><optimization><loss-function>","2",""
"73440","2","2020-05-03 08:12:01","0","","","",""
"73441","2","2020-05-03 08:33:54","0","","","",""
"73443","2","2020-05-03 08:55:09","0","","","",""
"73444","1","2020-05-03 10:02:01","1","18","<machine-learning><python>","0",""
"73445","1","2020-05-03 10:36:54","0","33","<machine-learning><machine-learning-model><data-science-model><k-nn><grid-search>","1",""
"73446","1","2020-05-03 10:41:28","0","22","<machine-learning><data-science-model><h2o>","0",""
"73447","2","2020-05-03 10:57:15","1","","","",""
"73448","1","2020-05-03 11:24:31","0","18","<scikit-learn><text-mining><data-science-model><nltk><ranking>","0","1"
"73449","2","2020-05-03 11:27:01","1","","","",""
"73450","1","2020-05-03 12:02:37","0","12","<machine-learning><feature-engineering><python-3.x>","1",""
"73451","1","2020-05-03 12:29:32","3","38","<r>","1",""
"73453","2","2020-05-03 12:43:27","1","","","",""
"73454","1","2020-05-03 12:43:36","0","34","<python><dataframe><json>","1",""
"73455","2","2020-05-03 13:09:18","1","","","",""
"73457","1","2020-05-03 13:46:49","0","23","<dataset>","0",""
"73458","2","2020-05-03 15:04:44","0","","","",""
"73459","1","2020-05-03 15:21:12","3","56","<machine-learning><classification><random-forest><predictor-importance>","1",""
"73460","1","2020-05-03 15:29:00","0","10","<deep-learning><mxnet>","0",""
"73462","2","2020-05-03 15:34:20","0","","","",""
"73464","2","2020-05-03 15:52:04","2","","","",""
"73465","1","2020-05-03 15:56:57","1","34","<python><time-series><pandas><dataframe>","2",""
"73467","2","2020-05-03 16:08:00","1","","","",""
"73468","1","2020-05-03 16:17:29","0","24","<normalization>","1","1"
"73469","2","2020-05-03 16:19:48","2","","","",""
"73471","2","2020-05-03 16:55:00","0","","","",""
"73472","1","2020-05-03 16:56:52","1","23","<classification><clustering><prediction><spectral-clustering>","1",""
"73473","1","2020-05-03 18:41:40","1","32","<machine-learning><nlp><unsupervised-learning><topic-model><lda>","1",""
"73474","1","2020-05-03 18:55:21","1","34","<machine-learning><classification><scikit-learn><kaggle>","0",""
"73475","2","2020-05-03 18:57:45","1","","","",""
"53898","2","2019-06-16 13:20:20","0","","","",""
"53899","2","2019-06-16 13:56:59","1","","","",""
"53901","2","2019-06-16 14:13:25","1","","","",""
"53902","1","2019-06-16 14:33:51","0","29","<python><keras><tensorflow><feature-engineering>","0",""
"53903","1","2019-06-16 14:48:46","2","305","<pandas><methods>","1",""
"53904","1","2019-06-16 16:05:55","1","269","<pytorch>","0","1"
"53905","2","2019-06-16 16:08:45","0","","","",""
"53907","2","2019-06-16 18:03:38","0","","","",""
"53910","2","2019-06-16 19:15:00","3","","","",""
"53911","2","2019-06-17 00:47:20","5","","","",""
"53914","2","2019-06-17 02:54:38","0","","","",""
"53915","2","2019-06-17 03:18:37","1","","","",""
"53916","1","2019-06-17 03:32:53","0","50","<scikit-learn><pca>","2",""
"53917","2","2019-06-17 03:50:50","0","","","",""
"53918","1","2019-06-17 04:08:37","2","471","<machine-learning><python><scikit-learn><matplotlib>","1",""
"53919","1","2019-06-17 04:09:49","0","35","<deep-learning><nlp><lstm><rnn>","2",""
"53920","2","2019-06-17 04:46:58","1","","","",""
"53921","1","2019-06-17 05:23:47","2","37","<text-mining><natural-language-process>","0","1"
"53922","1","2019-06-17 05:40:49","2","163","<machine-learning><online-learning>","1","2"
"53923","1","2019-06-17 05:44:51","1","83","<machine-learning><python><pandas>","2",""
"53926","1","2019-06-17 07:49:43","1","311","<machine-learning><neural-network><deep-learning><keras>","3",""
"53927","1","2019-06-17 07:52:52","2","1311","<python><keras><tensorflow><gradient-descent>","2",""
"53928","2","2019-06-17 08:06:36","3","","","",""
"53929","2","2019-06-17 08:12:04","2","","","",""
"53930","2","2019-06-17 08:19:19","1","","","",""
"47614","2","2019-03-19 13:32:35","1","","","",""
"47615","2","2019-03-19 13:35:52","0","","","",""
"47616","1","2019-03-19 13:36:03","0","343","<python><clustering><anomaly-detection>","2",""
"47617","1","2019-03-19 13:36:15","8","1975","<deep-learning><nlp>","3","2"
"68821","1","2020-02-27 17:13:45","1","39","<python><computer-vision><opencv>","1",""
"68822","1","2020-02-27 17:16:12","3","117","<apache-spark><apache-hadoop><bert>","1",""
"68823","1","2020-02-27 17:35:52","0","25","<machine-learning><preprocessing><missing-data>","1",""
"68824","2","2020-02-27 17:56:59","0","","","",""
"56640","2","2019-07-30 19:28:38","1","","","",""
"56641","2","2019-07-30 19:47:35","0","","","",""
"56643","1","2019-07-30 21:03:56","2","96","<scikit-learn><svm><grid-search><gridsearchcv>","1",""
"56644","1","2019-07-30 21:24:33","0","20","<clustering><text-mining>","0",""
"56645","2","2019-07-30 21:33:55","2","","","",""
"56646","1","2019-07-30 21:43:42","0","53","<neural-network><lstm>","1",""
"56647","1","2019-07-30 22:19:54","0","164","<machine-learning><keras><time-series><lstm><forecasting>","1",""
"56648","1","2019-07-30 22:59:03","0","38","<neural-network><keras><lstm><machine-learning-model><recurrent-neural-net>","0",""
"56650","1","2019-07-31 02:04:50","1","14","<predictive-modeling><linear-regression><categorical-data><counts>","0",""
"56651","1","2019-07-31 02:38:31","1","87","<nlp><bert>","1",""
"56652","1","2019-07-31 03:51:20","1","13","<neural-network><word2vec><natural-language-process>","0",""
"56655","1","2019-07-31 06:15:00","0","67","<python>","1",""
"56656","2","2019-07-31 06:16:05","1","","","",""
"56657","2","2019-07-31 06:26:22","0","","","",""
"56658","1","2019-07-31 06:53:22","1","56","<machine-learning><classification><random-forest><data-science-model>","1",""
"56659","2","2019-07-31 07:21:57","1","","","",""
"56660","2","2019-07-31 07:28:19","0","","","",""
"56661","1","2019-07-31 07:53:09","0","20","<python><lstm><pytorch>","0",""
"56899","2","2019-08-03 16:33:04","1","","","",""
"56900","1","2019-08-03 16:43:52","0","39","<machine-learning><computer-vision><image-recognition>","0",""
"56901","1","2019-08-03 20:26:38","0","14","<cnn><convnet><classifier>","0","2"
"56902","1","2019-08-03 20:48:36","0","130","<neural-network><deep-learning><keras><cnn><convolution>","0",""
"56903","1","2019-08-03 20:58:00","0","22","<feature-selection><feature-engineering><feature-extraction>","0",""
"56904","1","2019-08-03 21:22:31","0","32","<machine-learning><neural-network><tensorflow>","0",""
"56905","1","2019-08-04 00:26:07","0","18","<svm><multilabel-classification>","2",""
"56906","1","2019-08-04 01:56:33","0","36","<machine-learning><data><computer-vision>","0","0"
"56907","2","2019-08-04 03:14:06","0","","","",""
"56908","2","2019-08-04 06:24:08","0","","","",""
"56910","1","2019-08-04 06:49:43","0","160","<machine-learning><keras>","0",""
"56912","1","2019-08-04 08:05:33","0","44","<reinforcement-learning><randomized-algorithms>","1",""
"56913","1","2019-08-04 09:06:50","0","48","<python><time-series><predictive-modeling>","0",""
"56914","2","2019-08-04 09:20:26","1","","","",""
"56915","1","2019-08-04 09:25:11","0","211","<data-mining><data-cleaning><outlier>","1",""
"56917","2","2019-08-04 10:42:20","0","","","",""
"56918","2","2019-08-04 11:37:51","0","","","",""
"56919","2","2019-08-04 12:10:58","-1","","","",""
"56920","2","2019-08-04 12:24:25","-1","","","",""
"56921","2","2019-08-04 13:21:26","0","","","",""
"56922","1","2019-08-04 13:35:23","1","124","<neural-network><loss-function><annotation>","1",""
"56923","1","2019-08-04 13:55:17","1","637","<classification><xgboost>","1",""
"56924","1","2019-08-04 14:05:58","1","792","<neural-network><lstm><normalization><feature-scaling>","2",""
"56925","1","2019-08-04 14:10:24","0","18","<keras><tensorflow>","0",""
"56926","1","2019-08-04 14:27:12","0","28","<time-series><data-cleaning>","0",""
"56928","1","2019-08-04 16:26:29","1","35","<python><perceptron>","0",""
"56929","2","2019-08-04 16:39:30","1","","","",""
"56930","2","2019-08-04 16:40:51","0","","","",""
"56931","1","2019-08-04 16:48:36","0","23","<lstm>","0",""
"56933","1","2019-08-04 19:49:09","0","1896","<python><pandas>","3",""
"56934","2","2019-08-04 20:00:05","0","","","",""
"56935","2","2019-08-04 20:03:31","1","","","",""
"56936","2","2019-08-04 20:15:44","1","","","",""
"56937","1","2019-08-04 20:18:38","0","98","<regression><visualization><categorical-data><topic-model>","0",""
"56938","2","2019-08-04 20:40:30","2","","","",""
"56939","1","2019-08-04 20:53:45","0","20","<r><correlation>","0",""
"56940","1","2019-08-04 21:34:46","1","48","<data>","1","1"
"56941","2","2019-08-04 22:02:35","1","","","",""
"56942","2","2019-08-04 22:10:28","2","","","",""
"56943","2","2019-08-04 22:29:46","0","","","",""
"56944","1","2019-08-04 23:43:26","2","579","<deep-learning><keras><pytorch>","0","2"
"56945","2","2019-08-04 23:52:46","0","","","",""
"56946","2","2019-08-05 01:01:31","2","","","",""
"56947","1","2019-08-05 01:23:08","0","14","<svm><multilabel-classification>","0",""
"56948","1","2019-08-05 03:22:39","0","835","<keras><tensorflow>","1",""
"56949","1","2019-08-05 03:33:16","-1","88","<deep-learning><nlp><natural-language-process>","2",""
"56950","1","2019-08-05 03:53:22","0","419","<nlp><text-mining><sentiment-analysis><spacy>","0",""
"56952","2","2019-08-05 04:01:59","1","","","",""
"56953","2","2019-08-05 04:21:29","1","","","",""
"56954","1","2019-08-05 04:48:37","2","41","<python><scoring>","1",""
"61671","1","2019-10-13 13:24:11","0","408","<pytorch>","1",""
"61674","2","2019-10-13 13:53:39","0","","","",""
"61675","1","2019-10-13 15:37:03","0","21","<machine-learning><neural-network><anomaly-detection><autoencoder>","0",""
"61676","2","2019-10-13 15:38:29","0","","","",""
"61677","2","2019-10-13 15:39:34","1","","","",""
"61678","1","2019-10-13 16:40:17","0","14","<data-mining><data><data-cleaning><visualization>","0",""
"61679","2","2019-10-13 18:58:32","1","","","",""
"61680","1","2019-10-13 21:27:30","1","148","<python><neural-network><keras><autoencoder><dimensionality-reduction>","1",""
"61681","1","2019-10-13 21:41:09","0","20","<machine-learning><python><keras><tensorflow>","0",""
"61682","1","2019-10-13 21:47:05","1","25","<machine-learning><classification><pyspark>","1",""
"61683","1","2019-10-13 22:25:54","0","66","<python><scikit-learn>","1",""
"61684","1","2019-10-13 22:39:41","2","47","<multiclass-classification><distribution><variance><gaussian>","1",""
"61685","2","2019-10-13 22:43:51","1","","","",""
"61686","2","2019-10-14 00:02:48","1","","","",""
"61687","2","2019-10-14 00:18:18","1","","","",""
"61688","2","2019-10-14 00:18:33","0","","","",""
"61689","2","2019-10-14 03:16:49","0","","","",""
"61691","2","2019-10-14 05:47:25","0","","","",""
"61692","1","2019-10-14 06:24:06","1","384","<nlp><word-embeddings><natural-language-process>","1",""
"61693","2","2019-10-14 06:50:32","0","","","",""
"61694","2","2019-10-14 07:27:59","0","","","",""
"61695","2","2019-10-14 07:44:48","1","","","",""
"61696","1","2019-10-14 07:58:08","2","112","<r><multilabel-classification><confusion-matrix>","1","1"
"61697","1","2019-10-14 09:27:58","0","53","<tensorflow><cnn><transfer-learning><vgg16><neural-style-transfer>","1",""
"61698","2","2019-10-14 09:39:27","0","","","",""
"61699","2","2019-10-14 10:07:35","0","","","",""
"61700","2","2019-10-14 10:16:01","1","","","",""
"61701","2","2019-10-14 10:19:53","0","","","",""
"61702","2","2019-10-14 10:25:32","0","","","",""
"61703","1","2019-10-14 11:19:39","1","21","<neural-network><perceptron>","1",""
"61704","2","2019-10-14 11:34:48","2","","","",""
"61705","1","2019-10-14 11:48:15","0","71","<machine-learning><correlation><kaggle><seaborn>","0",""
"61706","1","2019-10-14 11:49:31","1","154","<dataset><data><normalization>","1",""
"61707","1","2019-10-14 11:51:21","0","516","<reinforcement-learning><dqn><policy-gradients><ai>","1",""
"61708","1","2019-10-14 12:39:14","1","141","<machine-learning><python><decision-trees><boosting>","1",""
"61709","1","2019-10-14 12:39:15","0","33","<visualization>","2",""
"61710","1","2019-10-14 12:40:04","0","36","<computer-vision><self-driving>","1",""
"61711","2","2019-10-14 12:50:08","3","","","",""
"61712","2","2019-10-14 12:59:41","3","","","",""
"61713","1","2019-10-14 13:00:44","0","50","<machine-learning><r><preprocessing><pca>","0",""
"61715","2","2019-10-14 13:02:52","2","","","",""
"61716","1","2019-10-14 13:04:19","0","21","<data-mining><visualization><matplotlib><data-analysis><seaborn>","0",""
"61717","2","2019-10-14 13:35:25","2","","","",""
"61718","2","2019-10-14 13:39:14","0","","","",""
"61721","2","2019-10-14 14:35:51","0","","","",""
"61724","2","2019-10-14 15:50:04","1","","","",""
"61725","2","2019-10-14 17:01:13","0","","","",""
"61726","1","2019-10-14 17:13:25","0","34","<nlp><convnet><sentiment-analysis>","2",""
"61727","1","2019-10-14 18:46:05","0","23","<dataset><object-recognition>","1",""
"61728","1","2019-10-14 19:15:58","1","51","<named-entity-recognition><stemming>","2","0"
"43738","2","2019-01-09 19:21:09","2","","","",""
"43739","1","2019-01-09 19:38:07","2","51","<preprocessing><normalization>","1",""
"43740","1","2019-01-09 19:40:00","0","96","<neural-network><keras><tensorflow><pytorch>","1",""
"43741","2","2019-01-09 19:46:06","0","","","",""
"43742","2","2019-01-09 20:19:21","0","","","",""
"43743","2","2019-01-09 20:40:28","1","","","",""
"43744","1","2019-01-09 20:40:31","1","18","<machine-learning-model><representation>","0",""
"43745","2","2019-01-09 20:52:38","2","","","",""
"43747","2","2019-01-09 21:08:05","1","","","",""
"43750","2","2019-01-10 02:32:18","0","","","",""
"43753","1","2019-01-10 04:30:27","1","988","<deep-learning><convnet>","1",""
"43756","1","2019-01-10 05:57:03","1","1225","<deep-learning><tensorflow>","2",""
"43757","1","2019-01-10 06:30:04","2","33","<machine-learning><predictive-modeling>","1",""
"43758","2","2019-01-10 06:44:46","0","","","",""
"43759","2","2019-01-10 08:20:24","0","","","",""
"43760","1","2019-01-10 08:42:47","3","1180","<dataset>","2","1"
"43761","2","2019-01-10 08:51:51","0","","","",""
"43763","2","2019-01-10 09:04:39","1","","","",""
"43764","1","2019-01-10 09:23:31","1","259","<research><implementation><code>","1","1"
"43765","2","2019-01-10 09:57:14","-1","","","",""
"43769","1","2019-01-10 11:17:22","1","28","<cnn>","1",""
"43770","1","2019-01-10 11:27:22","0","36","<machine-learning><unsupervised-learning><machine-learning-model>","1",""
"43771","1","2019-01-10 12:03:47","4","796","<beginner><career>","4","2"
"43772","1","2019-01-10 12:22:19","1","292","<machine-learning><preprocessing><encoding>","1",""
"43773","1","2019-01-10 12:42:02","3","612","<python><pandas><sql><data-wrangling><data.table>","2",""
"73506","1","2020-05-04 10:25:23","1","499","<machine-learning><scikit-learn><naive-bayes-classifier><hyperparameter><hyperparameter-tuning>","2",""
"73507","2","2020-05-04 10:26:48","0","","","",""
"73508","1","2020-05-04 10:27:46","1","23","<keras><tensorflow>","1",""
"73509","2","2020-05-04 10:40:06","0","","","",""
"73511","2","2020-05-04 11:18:41","0","","","",""
"73512","1","2020-05-04 11:30:33","0","5","<keras><tensorflow>","0",""
"73513","1","2020-05-04 11:40:38","0","6","<machine-learning><reinforcement-learning>","0",""
"73514","2","2020-05-04 12:11:54","2","","","",""
"73515","1","2020-05-04 12:14:14","0","17","<deep-learning><colab>","0",""
"73516","2","2020-05-04 12:26:11","3","","","",""
"73517","1","2020-05-04 12:53:36","0","9","<machine-learning><time-series><clustering><unsupervised-learning><probability>","0","1"
"73518","1","2020-05-04 13:20:51","1","18","<nlp>","1",""
"73520","1","2020-05-04 13:35:44","0","10","<neural-network><deep-learning><image-classification><reinforcement-learning>","0",""
"73522","1","2020-05-04 14:10:16","0","8","<optimization><cost-function>","0",""
"73524","2","2020-05-04 14:57:50","0","","","",""
"73526","1","2020-05-04 15:00:28","0","32","<machine-learning><random-forest><hyperparameter-tuning>","1",""
"73527","2","2020-05-04 15:12:51","2","","","",""
"73528","2","2020-05-04 15:20:45","0","","","",""
"73529","2","2020-05-04 15:33:21","0","","","",""
"73530","1","2020-05-04 16:02:08","1","28","<machine-learning><time-series><feature-selection><feature-engineering><supervised-learning>","1","1"
"73532","1","2020-05-04 16:28:52","1","13","<clustering>","0",""
"73533","1","2020-05-04 16:43:06","1","13","<time-series><statistics><data-analysis><variance><descriptive-statistics>","0",""
"73534","1","2020-05-04 17:06:39","0","11","<lda>","0",""
"73535","2","2020-05-04 17:24:56","-1","","","",""
"73536","1","2020-05-04 17:35:41","1","14","<neural-network><time-series><lstm><normalization><batch-normalization>","0",""
"69055","2","2020-03-03 11:12:38","0","","","",""
"69056","1","2020-03-03 11:54:25","1","52","<explainable-ai><shap>","0",""
"69057","2","2020-03-03 11:58:42","0","","","",""
"69058","1","2020-03-03 12:28:39","3","70","<image-classification><convnet>","0","1"
"69059","1","2020-03-03 12:32:47","0","5","<multiclass-classification><multilabel-classification>","1",""
"69060","2","2020-03-03 12:37:46","0","","","",""
"69061","1","2020-03-03 12:40:12","0","39","<python><statistics><descriptive-statistics>","1",""
"69062","2","2020-03-03 12:48:15","0","","","",""
"69063","1","2020-03-03 13:08:35","2","27","<neural-network><cnn><autoencoder>","0",""
"69066","1","2020-03-03 13:43:07","0","21","<data-mining><algorithms>","1",""
"69067","1","2020-03-03 13:59:22","0","38","<backpropagation>","0",""
"69068","1","2020-03-03 14:13:07","0","19","<rnn><normalization><batch-normalization>","0",""
"69069","2","2020-03-03 14:36:37","0","","","",""
"69070","2","2020-03-03 14:39:31","0","","","",""
"69071","1","2020-03-03 14:43:14","0","28","<machine-learning>","0",""
"69072","2","2020-03-03 14:46:59","1","","","",""
"69073","2","2020-03-03 15:34:28","1","","","",""
"69077","1","2020-03-03 16:12:35","0","54","<machine-learning><neural-network><deep-learning><lstm><embeddings>","1",""
"69078","1","2020-03-03 16:15:39","0","14","<python><anomaly-detection><gaussian>","1",""
"69082","1","2020-03-03 16:53:27","1","16","<machine-learning>","1",""
"69083","1","2020-03-03 17:36:33","1","58","<machine-learning><regression><data><mathematics>","2",""
"69084","1","2020-03-03 17:38:47","0","9","<regression><lstm><optimization>","0",""
"64964","1","2019-12-17 09:27:32","1","25","<machine-learning><xgboost><prediction>","0",""
"64965","1","2019-12-17 09:41:30","0","185","<python><matplotlib><confusion-matrix>","1",""
"64966","1","2019-12-17 09:51:55","2","42","<machine-learning><classification><text>","1",""
"64967","2","2019-12-17 09:54:00","1","","","",""
"64968","2","2019-12-17 10:14:43","3","","","",""
"64969","2","2019-12-17 10:16:20","0","","","",""
"64970","2","2019-12-17 10:16:52","1","","","",""
"64971","2","2019-12-17 10:22:35","2","","","",""
"64972","2","2019-12-17 10:36:11","2","","","",""
"64973","1","2019-12-17 10:44:41","1","12","<machine-learning><data><3d-reconstruction>","0",""
"64974","2","2019-12-17 10:54:56","1","","","",""
"64975","2","2019-12-17 11:01:33","0","","","",""
"64976","2","2019-12-17 11:10:16","1","","","",""
"64977","2","2019-12-17 11:17:38","0","","","",""
"64978","2","2019-12-17 11:23:31","2","","","",""
"64979","2","2019-12-17 11:43:32","0","","","",""
"64980","2","2019-12-17 11:46:15","1","","","",""
"64981","2","2019-12-17 11:55:28","0","","","",""
"64982","1","2019-12-17 11:59:41","1","57","<machine-learning><deep-learning><feature-selection><xgboost><feature-extraction>","2",""
"64983","2","2019-12-17 12:05:37","0","","","",""
"64984","2","2019-12-17 12:09:40","2","","","",""
"64985","2","2019-12-17 12:10:14","0","","","",""
